Treatment,Temperature,CHX,Bio_rep,ImageNumber,Parent_Cell,Cell_Parent_Children_stress_granule_Count
42C_CHX,42C,CHX,BioRep1,12,12,0
42C_CHX,42C,CHX,BioRep1,12,13,0
42C_CHX,42C,CHX,BioRep1,12,14,0
42C_CHX,42C,CHX,BioRep1,12,15,0
42C_CHX,42C,CHX,BioRep1,13,1,0
42C_CHX,42C,CHX,BioRep1,13,2,1
42C_CHX,42C,CHX,BioRep1,13,3,0
42C_CHX,42C,CHX,BioRep1,13,4,0
42C_CHX,42C,CHX,BioRep1,13,5,0
42C_CHX,42C,CHX,BioRep1,13,6,0
42C_CHX,42C,CHX,BioRep1,13,7,0
42C_CHX,42C,CHX,BioRep1,13,8,0
42C_CHX,42C,CHX,BioRep1,13,9,0
42C_CHX,42C,CHX,BioRep1,13,10,0
42C_CHX,42C,CHX,BioRep1,13,11,0
42C_CHX,42C,CHX,BioRep1,13,12,0
42C_CHX,42C,CHX,BioRep1,13,13,0
42C_CHX,42C,CHX,BioRep1,13,14,0
42C_CHX,42C,CHX,BioRep1,13,15,0
42C_CHX,42C,CHX,BioRep1,14,1,0
42C_CHX,42C,CHX,BioRep1,14,2,0
42C_CHX,42C,CHX,BioRep1,14,3,0
42C_CHX,42C,CHX,BioRep1,14,4,0
42C_CHX,42C,CHX,BioRep1,14,5,0
42C_CHX,42C,CHX,BioRep1,14,6,0
42C_CHX,42C,CHX,BioRep1,14,7,0
42C_CHX,42C,CHX,BioRep1,14,8,0
42C_CHX,42C,CHX,BioRep1,14,9,0
42C_CHX,42C,CHX,BioRep1,14,10,0
42C_CHX,42C,CHX,BioRep1,14,11,0
42C_CHX,42C,CHX,BioRep1,14,12,0
42C_CHX,42C,CHX,BioRep1,14,13,0
42C_CHX,42C,CHX,BioRep1,14,14,0
42C_CHX,42C,CHX,BioRep1,14,15,0
42C_CHX,42C,CHX,BioRep1,14,16,0
42C_CHX,42C,CHX,BioRep1,14,17,0
42C_CHX,42C,CHX,BioRep1,15,1,0
42C_CHX,42C,CHX,BioRep1,15,2,0
42C_CHX,42C,CHX,BioRep1,15,3,0
42C_CHX,42C,CHX,BioRep1,15,4,0
42C_CHX,42C,CHX,BioRep1,15,5,0
42C_CHX,42C,CHX,BioRep1,15,6,0
42C_CHX,42C,CHX,BioRep1,15,7,0
42C_CHX,42C,CHX,BioRep1,15,8,0
42C_CHX,42C,CHX,BioRep1,15,9,0
42C_CHX,42C,CHX,BioRep1,15,10,0
42C_CHX,42C,CHX,BioRep1,15,11,0
42C_CHX,42C,CHX,BioRep1,15,12,0
42C_CHX,42C,CHX,BioRep1,15,13,0
42C_CHX,42C,CHX,BioRep1,15,14,0
42C_CHX,42C,CHX,BioRep1,15,15,0
42C_CHX,42C,CHX,BioRep1,15,16,0
42C_CHX,42C,CHX,BioRep1,15,17,0
42C_CHX,42C,CHX,BioRep1,15,18,0
42C_CHX,42C,CHX,BioRep1,16,1,0
42C_CHX,42C,CHX,BioRep1,16,2,0
42C_CHX,42C,CHX,BioRep1,16,3,0
42C_CHX,42C,CHX,BioRep1,16,4,0
42C_CHX,42C,CHX,BioRep1,16,5,0
42C_CHX,42C,CHX,BioRep1,16,6,0
42C_CHX,42C,CHX,BioRep1,16,7,0
42C_CHX,42C,CHX,BioRep1,16,8,0
42C_CHX,42C,CHX,BioRep1,16,9,0
42C_CHX,42C,CHX,BioRep1,16,10,0
42C_CHX,42C,CHX,BioRep1,16,11,0
42C_CHX,42C,CHX,BioRep1,16,12,0
42C_CHX,42C,CHX,BioRep1,16,13,0
42C_CHX,42C,CHX,BioRep1,16,14,0
42C_CHX,42C,CHX,BioRep1,16,15,0
42C_CHX,42C,CHX,BioRep1,16,16,0
42C_CHX,42C,CHX,BioRep1,17,1,0
42C_CHX,42C,CHX,BioRep1,17,2,0
42C_CHX,42C,CHX,BioRep1,17,3,0
42C_CHX,42C,CHX,BioRep1,17,4,0
42C_CHX,42C,CHX,BioRep1,17,5,0
42C_CHX,42C,CHX,BioRep1,17,6,0
42C_CHX,42C,CHX,BioRep1,17,7,0
42C_CHX,42C,CHX,BioRep1,17,8,0
42C_CHX,42C,CHX,BioRep1,17,9,0
42C_CHX,42C,CHX,BioRep1,17,10,0
42C_CHX,42C,CHX,BioRep1,17,11,0
42C_CHX,42C,CHX,BioRep1,17,12,0
42C_CHX,42C,CHX,BioRep1,17,13,0
42C_CHX,42C,CHX,BioRep1,17,14,0
42C_CHX,42C,CHX,BioRep1,17,15,0
42C_CHX,42C,CHX,BioRep1,17,16,0
42C_CHX,42C,CHX,BioRep1,17,17,0
42C_CHX,42C,CHX,BioRep1,17,18,0
42C_CHX,42C,CHX,BioRep1,17,19,0
42C_CHX,42C,CHX,BioRep1,17,20,0
42C_CHX,42C,CHX,BioRep1,18,1,0
42C_CHX,42C,CHX,BioRep1,18,2,0
42C_CHX,42C,CHX,BioRep1,18,3,0
42C_CHX,42C,CHX,BioRep1,18,4,0
42C_CHX,42C,CHX,BioRep1,18,5,0
42C_CHX,42C,CHX,BioRep1,18,6,0
42C_CHX,42C,CHX,BioRep1,18,7,0
42C_CHX,42C,CHX,BioRep1,18,8,0
42C_CHX,42C,CHX,BioRep1,18,9,0
42C_CHX,42C,CHX,BioRep1,18,10,0
42C_CHX,42C,CHX,BioRep1,18,11,0
42C_CHX,42C,CHX,BioRep1,18,12,0
42C_CHX,42C,CHX,BioRep1,18,13,0
42C_CHX,42C,CHX,BioRep1,18,14,0
42C_CHX,42C,CHX,BioRep1,18,15,0
42C_CHX,42C,CHX,BioRep1,18,16,0
42C_CHX,42C,CHX,BioRep1,18,17,0
42C_CHX,42C,CHX,BioRep1,18,18,0
42C_CHX,42C,CHX,BioRep1,18,19,0
42C_CHX,42C,CHX,BioRep1,18,20,0
42C_CHX,42C,CHX,BioRep1,19,1,1
42C_CHX,42C,CHX,BioRep1,19,2,0
42C_CHX,42C,CHX,BioRep1,19,3,0
42C_CHX,42C,CHX,BioRep1,19,4,0
42C_CHX,42C,CHX,BioRep1,19,5,0
42C_CHX,42C,CHX,BioRep1,19,6,0
42C_CHX,42C,CHX,BioRep1,19,7,0
42C_CHX,42C,CHX,BioRep1,19,8,0
42C_CHX,42C,CHX,BioRep1,19,9,0
42C_CHX,42C,CHX,BioRep1,19,10,3
42C_CHX,42C,CHX,BioRep1,19,11,0
42C_CHX,42C,CHX,BioRep1,19,12,0
42C_CHX,42C,CHX,BioRep1,19,13,3
42C_CHX,42C,CHX,BioRep1,19,14,0
42C_CHX,42C,CHX,BioRep1,19,15,0
42C_noCHX,42C,mock,BioRep1,20,1,0
42C_noCHX,42C,mock,BioRep1,20,2,0
42C_noCHX,42C,mock,BioRep1,21,1,0
42C_noCHX,42C,mock,BioRep1,21,2,0
42C_noCHX,42C,mock,BioRep1,22,1,0
42C_noCHX,42C,mock,BioRep1,22,2,2
42C_noCHX,42C,mock,BioRep1,22,3,0
42C_noCHX,42C,mock,BioRep1,23,1,0
42C_noCHX,42C,mock,BioRep1,23,2,0
42C_noCHX,42C,mock,BioRep1,23,3,0
42C_noCHX,42C,mock,BioRep1,24,1,0
42C_noCHX,42C,mock,BioRep1,24,2,0
42C_noCHX,42C,mock,BioRep1,24,3,0
42C_noCHX,42C,mock,BioRep1,24,4,0
42C_noCHX,42C,mock,BioRep1,24,5,0
42C_noCHX,42C,mock,BioRep1,24,6,0
42C_noCHX,42C,mock,BioRep1,24,7,0
42C_noCHX,42C,mock,BioRep1,24,8,0
42C_noCHX,42C,mock,BioRep1,25,1,0
42C_noCHX,42C,mock,BioRep1,25,2,0
42C_noCHX,42C,mock,BioRep1,25,3,0
42C_noCHX,42C,mock,BioRep1,25,4,0
42C_noCHX,42C,mock,BioRep1,25,5,0
42C_noCHX,42C,mock,BioRep1,25,6,0
42C_noCHX,42C,mock,BioRep1,26,1,0
42C_noCHX,42C,mock,BioRep1,26,2,0
42C_noCHX,42C,mock,BioRep1,26,3,0
42C_noCHX,42C,mock,BioRep1,26,4,0
42C_noCHX,42C,mock,BioRep1,26,5,0
42C_noCHX,42C,mock,BioRep1,26,6,0
42C_noCHX,42C,mock,BioRep1,27,1,0
42C_noCHX,42C,mock,BioRep1,27,2,0
42C_noCHX,42C,mock,BioRep1,27,3,0
42C_noCHX,42C,mock,BioRep1,27,4,0
42C_noCHX,42C,mock,BioRep1,27,5,0
42C_noCHX,42C,mock,BioRep1,27,6,0
42C_noCHX,42C,mock,BioRep1,27,7,0
42C_noCHX,42C,mock,BioRep1,28,1,0
42C_noCHX,42C,mock,BioRep1,28,2,0
42C_noCHX,42C,mock,BioRep1,28,3,0
42C_noCHX,42C,mock,BioRep1,28,4,0
42C_noCHX,42C,mock,BioRep1,28,5,1
42C_noCHX,42C,mock,BioRep1,29,1,0
42C_noCHX,42C,mock,BioRep1,29,2,0
42C_noCHX,42C,mock,BioRep1,29,3,3
42C_noCHX,42C,mock,BioRep1,29,4,1
42C_noCHX,42C,mock,BioRep1,30,1,0
42C_noCHX,42C,mock,BioRep1,30,2,0
42C_noCHX,42C,mock,BioRep1,30,3,0
42C_noCHX,42C,mock,BioRep1,30,4,0
42C_noCHX,42C,mock,BioRep1,30,5,0
42C_noCHX,42C,mock,BioRep1,30,6,0
42C_noCHX,42C,mock,BioRep1,30,7,0
42C_noCHX,42C,mock,BioRep1,30,8,0
42C_noCHX,42C,mock,BioRep1,30,9,0
42C_noCHX,42C,mock,BioRep1,30,10,0
42C_noCHX,42C,mock,BioRep1,30,11,0
42C_noCHX,42C,mock,BioRep1,30,12,0
42C_noCHX,42C,mock,BioRep1,30,13,0
42C_noCHX,42C,mock,BioRep1,30,14,0
42C_noCHX,42C,mock,BioRep1,31,1,0
42C_noCHX,42C,mock,BioRep1,31,2,0
42C_noCHX,42C,mock,BioRep1,31,3,0
42C_noCHX,42C,mock,BioRep1,31,4,0
42C_noCHX,42C,mock,BioRep1,31,5,3
42C_noCHX,42C,mock,BioRep1,31,6,0
42C_noCHX,42C,mock,BioRep1,31,7,0
42C_noCHX,42C,mock,BioRep1,32,1,0
42C_noCHX,42C,mock,BioRep1,32,2,0
42C_noCHX,42C,mock,BioRep1,32,3,1
42C_noCHX,42C,mock,BioRep1,33,1,0
42C_noCHX,42C,mock,BioRep1,33,2,1
42C_noCHX,42C,mock,BioRep1,33,3,0
42C_noCHX,42C,mock,BioRep1,33,4,0
42C_noCHX,42C,mock,BioRep1,34,1,0
42C_noCHX,42C,mock,BioRep1,34,2,0
42C_noCHX,42C,mock,BioRep1,34,3,0
42C_noCHX,42C,mock,BioRep1,34,4,0
42C_noCHX,42C,mock,BioRep1,34,5,0
42C_noCHX,42C,mock,BioRep1,34,6,0
42C_noCHX,42C,mock,BioRep1,34,7,0
42C_noCHX,42C,mock,BioRep1,35,1,0
42C_noCHX,42C,mock,BioRep1,35,2,0
42C_noCHX,42C,mock,BioRep1,35,3,0
42C_noCHX,42C,mock,BioRep1,36,1,0
42C_noCHX,42C,mock,BioRep1,36,2,1
42C_noCHX,42C,mock,BioRep1,37,1,0
42C_noCHX,42C,mock,BioRep1,37,2,0
42C_noCHX,42C,mock,BioRep1,37,3,0
42C_noCHX,42C,mock,BioRep1,37,4,0
42C_noCHX,42C,mock,BioRep1,38,1,0
42C_noCHX,42C,mock,BioRep1,38,2,1
42C_noCHX,42C,mock,BioRep1,38,3,0
42C_noCHX,42C,mock,BioRep1,38,4,0
42C_noCHX,42C,mock,BioRep1,38,5,0
42C_noCHX,42C,mock,BioRep1,39,1,0
42C_noCHX,42C,mock,BioRep1,39,2,0
42C_noCHX,42C,mock,BioRep1,39,3,0
42C_noCHX,42C,mock,BioRep1,39,4,0
42C_noCHX,42C,mock,BioRep1,39,5,0
42C_noCHX,42C,mock,BioRep1,39,6,0
42C_noCHX,42C,mock,BioRep1,39,7,0
42C_noCHX,42C,mock,BioRep1,39,8,0
42C_noCHX,42C,mock,BioRep1,40,1,0
42C_noCHX,42C,mock,BioRep1,40,2,0
42C_noCHX,42C,mock,BioRep1,40,3,0
42C_noCHX,42C,mock,BioRep1,40,4,0
42C_noCHX,42C,mock,BioRep1,41,1,0
42C_noCHX,42C,mock,BioRep1,41,2,0
42C_noCHX,42C,mock,BioRep1,41,3,0
42C_noCHX,42C,mock,BioRep1,41,4,0
42C_noCHX,42C,mock,BioRep1,41,5,0
42C_noCHX,42C,mock,BioRep1,42,1,0
42C_noCHX,42C,mock,BioRep1,42,2,0
42C_noCHX,42C,mock,BioRep1,42,3,0
42C_noCHX,42C,mock,BioRep1,42,4,0
42C_noCHX,42C,mock,BioRep1,42,5,0
42C_noCHX,42C,mock,BioRep1,43,1,0
42C_noCHX,42C,mock,BioRep1,43,2,0
42C_noCHX,42C,mock,BioRep1,43,3,0
42C_noCHX,42C,mock,BioRep1,43,4,0
42C_noCHX,42C,mock,BioRep1,43,5,0
42C_noCHX,42C,mock,BioRep1,43,6,0
42C_noCHX,42C,mock,BioRep1,44,1,0
42C_noCHX,42C,mock,BioRep1,44,2,0
42C_noCHX,42C,mock,BioRep1,44,3,0
42C_noCHX,42C,mock,BioRep1,44,4,0
42C_noCHX,42C,mock,BioRep1,44,5,0
42C_noCHX,42C,mock,BioRep1,44,6,0
42C_noCHX,42C,mock,BioRep1,44,7,0
42C_noCHX,42C,mock,BioRep1,45,1,0
42C_noCHX,42C,mock,BioRep1,45,2,0
42C_noCHX,42C,mock,BioRep1,45,3,0
42C_noCHX,42C,mock,BioRep1,45,4,0
42C_noCHX,42C,mock,BioRep1,45,5,0
42C_noCHX,42C,mock,BioRep1,45,6,0
42C_noCHX,42C,mock,BioRep1,45,7,0
42C_noCHX,42C,mock,BioRep1,45,8,0
42C_noCHX,42C,mock,BioRep1,46,1,0
42C_noCHX,42C,mock,BioRep1,46,2,2
42C_noCHX,42C,mock,BioRep1,46,3,0
42C_noCHX,42C,mock,BioRep1,46,4,0
42C_noCHX,42C,mock,BioRep1,46,5,0
42C_noCHX,42C,mock,BioRep1,46,6,0
42C_noCHX,42C,mock,BioRep1,47,1,0
42C_noCHX,42C,mock,BioRep1,47,2,0
42C_noCHX,42C,mock,BioRep1,47,3,0
42C_noCHX,42C,mock,BioRep1,47,4,0
42C_noCHX,42C,mock,BioRep1,48,1,0
42C_noCHX,42C,mock,BioRep1,48,2,0
42C_noCHX,42C,mock,BioRep1,49,1,1
42C_noCHX,42C,mock,BioRep1,49,2,0
42C_noCHX,42C,mock,BioRep1,49,3,0
42C_noCHX,42C,mock,BioRep1,49,4,0
42C_noCHX,42C,mock,BioRep1,49,5,0
42C_noCHX,42C,mock,BioRep1,49,6,0
42C_noCHX,42C,mock,BioRep1,49,7,0
42C_noCHX,42C,mock,BioRep1,50,1,0
42C_noCHX,42C,mock,BioRep1,50,2,0
42C_noCHX,42C,mock,BioRep1,50,3,0
42C_noCHX,42C,mock,BioRep1,50,4,0
42C_noCHX,42C,mock,BioRep1,50,5,0
42C_noCHX,42C,mock,BioRep1,50,6,0
42C_noCHX,42C,mock,BioRep1,50,7,0
42C_noCHX,42C,mock,BioRep1,50,8,0
42C_noCHX,42C,mock,BioRep1,51,1,0
42C_noCHX,42C,mock,BioRep1,51,2,0
42C_noCHX,42C,mock,BioRep1,51,3,0
42C_noCHX,42C,mock,BioRep1,51,4,0
42C_noCHX,42C,mock,BioRep1,51,5,0
42C_noCHX,42C,mock,BioRep1,51,6,0
42C_noCHX,42C,mock,BioRep1,51,7,0
42C_noCHX,42C,mock,BioRep1,51,8,0
42C_noCHX,42C,mock,BioRep1,52,1,0
42C_noCHX,42C,mock,BioRep1,52,2,0
42C_noCHX,42C,mock,BioRep1,52,3,0
42C_noCHX,42C,mock,BioRep1,52,4,0
42C_noCHX,42C,mock,BioRep1,52,5,0
42C_noCHX,42C,mock,BioRep1,52,6,0
42C_noCHX,42C,mock,BioRep1,52,7,0
42C_noCHX,42C,mock,BioRep1,52,8,0
42C_noCHX,42C,mock,BioRep1,52,9,0
42C_noCHX,42C,mock,BioRep1,52,10,0
42C_noCHX,42C,mock,BioRep1,52,11,0
42C_noCHX,42C,mock,BioRep1,52,12,0
42C_noCHX,42C,mock,BioRep1,53,1,0
42C_noCHX,42C,mock,BioRep1,53,2,0
42C_noCHX,42C,mock,BioRep1,53,3,0
42C_noCHX,42C,mock,BioRep1,53,4,0
42C_noCHX,42C,mock,BioRep1,53,5,0
42C_noCHX,42C,mock,BioRep1,53,6,0
42C_noCHX,42C,mock,BioRep1,53,7,0
42C_noCHX,42C,mock,BioRep1,53,8,0
42C_noCHX,42C,mock,BioRep1,53,9,0
42C_noCHX,42C,mock,BioRep1,53,10,0
42C_noCHX,42C,mock,BioRep1,53,11,0
42C_noCHX,42C,mock,BioRep1,53,12,0
42C_noCHX,42C,mock,BioRep1,54,1,0
42C_noCHX,42C,mock,BioRep1,54,2,0
42C_noCHX,42C,mock,BioRep1,54,3,0
42C_noCHX,42C,mock,BioRep1,54,4,0
42C_noCHX,42C,mock,BioRep1,54,5,0
42C_noCHX,42C,mock,BioRep1,54,6,0
42C_noCHX,42C,mock,BioRep1,54,7,0
42C_noCHX,42C,mock,BioRep1,54,8,0
42C_noCHX,42C,mock,BioRep1,54,9,0
42C_noCHX,42C,mock,BioRep1,54,10,0
42C_noCHX,42C,mock,BioRep1,55,1,0
42C_noCHX,42C,mock,BioRep1,55,2,0
42C_noCHX,42C,mock,BioRep1,55,3,0
42C_noCHX,42C,mock,BioRep1,55,4,0
42C_noCHX,42C,mock,BioRep1,55,5,0
42C_noCHX,42C,mock,BioRep1,55,6,0
42C_noCHX,42C,mock,BioRep1,55,7,0
42C_noCHX,42C,mock,BioRep1,56,1,0
42C_noCHX,42C,mock,BioRep1,56,2,0
42C_noCHX,42C,mock,BioRep1,56,3,0
42C_noCHX,42C,mock,BioRep1,56,4,1
42C_noCHX,42C,mock,BioRep1,56,5,0
42C_noCHX,42C,mock,BioRep1,57,1,0
42C_noCHX,42C,mock,BioRep1,57,2,0
42C_noCHX,42C,mock,BioRep1,57,3,0
42C_noCHX,42C,mock,BioRep1,57,4,0
42C_noCHX,42C,mock,BioRep1,57,5,0
42C_noCHX,42C,mock,BioRep1,57,6,0
42C_noCHX,42C,mock,BioRep1,57,7,0
42C_noCHX,42C,mock,BioRep1,57,8,0
42C_noCHX,42C,mock,BioRep1,57,9,0
42C_noCHX,42C,mock,BioRep1,57,10,0
42C_noCHX,42C,mock,BioRep1,57,11,0
42C_noCHX,42C,mock,BioRep1,58,1,0
42C_noCHX,42C,mock,BioRep1,58,2,0
42C_noCHX,42C,mock,BioRep1,58,3,0
42C_noCHX,42C,mock,BioRep1,58,4,0
42C_noCHX,42C,mock,BioRep1,58,5,0
42C_noCHX,42C,mock,BioRep1,59,1,0
42C_noCHX,42C,mock,BioRep1,59,2,1
42C_noCHX,42C,mock,BioRep1,59,3,0
