Lysate_sample	Dataset	Variable	Term	Value
L57	snake_221019	phi	se_mean	0.2458186361023459
L57	snake_221019	phi	sd	8.024760120840812
L57	snake_221019	phi	x2.5	216.69370422092013
L57	snake_221019	phi	x25	226.0020600053861
L57	snake_221019	phi	x50	231.2019413982765
L57	snake_221019	phi	x75	236.43361916176775
L57	snake_221019	phi	x97.5	248.72559122175068
L57	snake_221019	phi	n_eff	1065.698878973134
L57	snake_221019	phi	Rhat	0.9991556383290586
L57	snake_221019	lp__	mean	47073533.78806986
L57	snake_221019	lp__	se_mean	0.04924653375337316
L57	snake_221019	lp__	sd	1.320930287439928
L57	snake_221019	lp__	x2.5	47073530.08717105
L57	snake_221019	lp__	x25	47073533.261522666
L57	snake_221019	lp__	x50	47073534.15552472
L57	snake_221019	lp__	x75	47073534.720321536
L57	snake_221019	lp__	x97.5	47073535.20160859
L57	snake_221019	lp__	n_eff	719.4629940458101
L57	snake_221019	lp__	Rhat	1.00370684004092
L58	snake_221019	mixing_Sup	mean	0.49250656035418466
L58	snake_221019	mixing_Sup	se_mean	7.38729117377678e-5
L58	snake_221019	mixing_Sup	sd	0.00244351984259521
L58	snake_221019	mixing_Sup	x2.5	0.4875872682141296
L58	snake_221019	mixing_Sup	x25	0.4908979172785092
L58	snake_221019	mixing_Sup	x50	0.4924545523520916
L58	snake_221019	mixing_Sup	x75	0.4942162337884427
L58	snake_221019	mixing_Sup	x97.5	0.49707966405046206
L58	snake_221019	mixing_Sup	n_eff	1094.1108014045944
L58	snake_221019	mixing_Sup	Rhat	1.001660106647876
L58	snake_221019	mixing_Pellet	mean	0.33672386645324087
L58	snake_221019	mixing_Pellet	se_mean	4.1989095102226266e-5
L58	snake_221019	mixing_Pellet	sd	0.00146885289628618
L58	snake_221019	mixing_Pellet	x2.5	0.3338906799163087
L58	snake_221019	mixing_Pellet	x25	0.33570905494339093
L58	snake_221019	mixing_Pellet	x50	0.33673807496446007
L58	snake_221019	mixing_Pellet	x75	0.33773741804150914
L58	snake_221019	mixing_Pellet	x97.5	0.339680135565638
L58	snake_221019	mixing_Pellet	n_eff	1223.724280506946
L58	snake_221019	mixing_Pellet	Rhat	1.0011212309480766
L58	snake_221019	phi	mean	200.82907675157776
L58	snake_221019	phi	se_mean	0.1896599973726932
L58	snake_221019	phi	sd	6.481687662135413
L58	snake_221019	phi	x2.5	188.92071872347955
L58	snake_221019	phi	x25	195.97498527537368
L58	snake_221019	phi	x50	200.75901258252367
L58	snake_221019	phi	x75	205.53579396453185
L58	snake_221019	phi	x97.5	212.99565964422357
L58	snake_221019	phi	n_eff	1167.9512576390184
L58	snake_221019	phi	Rhat	1.000493966480919
L58	snake_221019	lp__	mean	41315505.36519675
L58	snake_221019	lp__	se_mean	0.03775788934786656
L58	snake_221019	lp__	sd	1.1251365773021709
L58	snake_221019	lp__	x2.5	41315502.36417294
L58	snake_221019	lp__	x25	41315504.87372531
L58	snake_221019	lp__	x50	41315505.662811354
L58	snake_221019	lp__	x75	41315506.1583886
L58	snake_221019	lp__	x97.5	41315506.66618057
L58	snake_221019	lp__	n_eff	887.9634055865874
L58	snake_221019	lp__	Rhat	0.9998054750116526
L59	snake_221019	mixing_Sup	mean	0.5270099308746088
L59	snake_221019	mixing_Sup	se_mean	1.6863495239543327e-4
L59	snake_221019	mixing_Sup	sd	0.00534446985076399
L59	snake_221019	mixing_Sup	x2.5	0.5163446637210444
L59	snake_221019	mixing_Sup	x25	0.5235514859441561
L59	snake_221019	mixing_Sup	x50	0.5269786717065433
L59	snake_221019	mixing_Sup	x75	0.5306489401573504
L59	snake_221019	mixing_Sup	x97.5	0.537223455873202
L59	snake_221019	mixing_Sup	n_eff	1004.4170452591386
L59	snake_221019	mixing_Sup	Rhat	1.0000216146087657
L59	snake_221019	mixing_Pellet	mean	0.4558316565958295
L59	snake_221019	mixing_Pellet	se_mean	5.275475831194228e-5
L59	snake_221019	mixing_Pellet	sd	0.00173723298651722
L59	snake_221019	mixing_Pellet	x2.5	0.4523813910247687
L59	snake_221019	mixing_Pellet	x25	0.45467483531053376
L59	snake_221019	mixing_Pellet	x50	0.4557924292461528
L59	snake_221019	mixing_Pellet	x75	0.45700028719748864
L59	snake_221019	mixing_Pellet	x97.5	0.4593108325984292
L59	snake_221019	mixing_Pellet	n_eff	1084.4083645275773
L59	snake_221019	mixing_Pellet	Rhat	0.9994186460734266
L59	snake_221019	phi	mean	136.47814335689472
L59	snake_221019	phi	se_mean	0.14191536307770047
L59	snake_221019	phi	sd	4.188131597222818
L59	snake_221019	phi	x2.5	128.1366577321484
L59	snake_221019	phi	x25	133.79944868256922
L59	snake_221019	phi	x50	136.63740376426296
L59	snake_221019	phi	x75	139.32340440569362
L59	snake_221019	phi	x97.5	144.57831857169683
L59	snake_221019	phi	n_eff	870.9271182625978
L59	snake_221019	phi	Rhat	1.000984490342921
L59	snake_221019	lp__	mean	43377591.19348639
L59	snake_221019	lp__	se_mean	0.04754773556527034
L59	snake_221019	lp__	sd	1.2301472096450106
L59	snake_221019	lp__	x2.5	43377588.11360492
L59	snake_221019	lp__	x25	43377590.58404627
L59	snake_221019	lp__	x50	43377591.51559401
L59	snake_221019	lp__	x75	43377592.129465856
L59	snake_221019	lp__	x97.5	43377592.586118184
L59	snake_221019	lp__	n_eff	669.3518903158688
L59	snake_221019	lp__	Rhat	1.0046068470988976
L60	snake_221019	mixing_Sup	mean	0.6712120312224373
L60	snake_221019	mixing_Sup	se_mean	6.379435488015015e-5
L60	snake_221019	mixing_Sup	sd	0.00205881248449592
L60	snake_221019	mixing_Sup	x2.5	0.6671983289400435
L60	snake_221019	mixing_Sup	x25	0.6698284326888676
L60	snake_221019	mixing_Sup	x50	0.6711841822594525
L60	snake_221019	mixing_Sup	x75	0.6725747654580218
L60	snake_221019	mixing_Sup	x97.5	0.675219358622219
L60	snake_221019	mixing_Sup	n_eff	1041.5235307573082
L60	snake_221019	mixing_Sup	Rhat	1.0011133538456611
L60	snake_221019	mixing_Pellet	mean	0.2416387125014444
L60	snake_221019	mixing_Pellet	se_mean	4.952543402276129e-5
L60	snake_221019	mixing_Pellet	sd	0.00152216396087494
L60	snake_221019	mixing_Pellet	x2.5	0.23866424026965413
L60	snake_221019	mixing_Pellet	x25	0.24064336551929805
L60	snake_221019	mixing_Pellet	x50	0.24162845029793792
L60	snake_221019	mixing_Pellet	x75	0.2426777175321049
L60	snake_221019	mixing_Pellet	x97.5	0.24465754322301855
L60	snake_221019	mixing_Pellet	n_eff	944.6399099702832
L60	snake_221019	mixing_Pellet	Rhat	1.0005163809404114
L60	snake_221019	phi	mean	340.0462262890535
L60	snake_221019	phi	se_mean	0.4174715454686954
L60	snake_221019	phi	sd	12.88186281276656
L60	snake_221019	phi	x2.5	315.71599636601707
L60	snake_221019	phi	x25	331.35620188234094
L60	snake_221019	phi	x50	339.74307472947163
L60	snake_221019	phi	x75	348.7438646626888
L60	snake_221019	phi	x97.5	366.8061301961331
L60	snake_221019	phi	n_eff	952.1460722300876
L60	snake_221019	phi	Rhat	1.0050825721323997
L60	snake_221019	lp__	mean	31690386.204832915
L60	snake_221019	lp__	se_mean	0.04533444201997602
L60	snake_221019	lp__	sd	1.2583672657862637
L60	snake_221019	lp__	x2.5	31690382.867565483
L60	snake_221019	lp__	x25	31690385.651391458
L60	snake_221019	lp__	x50	31690386.53831902
L60	snake_221019	lp__	x75	31690387.143829584
L60	snake_221019	lp__	x97.5	31690387.64593922
L60	snake_221019	lp__	n_eff	770.474509765533
L60	snake_221019	lp__	Rhat	1.0006814806184483
L61	snake_221019	mixing_Sup	mean	0.5963942246557165
L61	snake_221019	mixing_Sup	se_mean	1.0998021957614728e-4
L61	snake_221019	mixing_Sup	sd	0.00365948183230287
L61	snake_221019	mixing_Sup	x2.5	0.5893005567800876
L61	snake_221019	mixing_Sup	x25	0.593869614473368
L61	snake_221019	mixing_Sup	x50	0.5963767067446737
L61	snake_221019	mixing_Sup	x75	0.5989471860128786
L61	snake_221019	mixing_Sup	x97.5	0.6034776897116902
L61	snake_221019	mixing_Sup	n_eff	1107.1590797068752
L61	snake_221019	mixing_Sup	Rhat	1.0017226306247748
L61	snake_221019	mixing_Pellet	mean	0.4743635676287152
L61	snake_221019	mixing_Pellet	se_mean	5.641171071562163e-5
L61	snake_221019	mixing_Pellet	sd	0.0018793669617571
L61	snake_221019	mixing_Pellet	x2.5	0.47074519930272063
L61	snake_221019	mixing_Pellet	x25	0.4731468138497747
L61	snake_221019	mixing_Pellet	x50	0.47436141995571457
L61	snake_221019	mixing_Pellet	x75	0.4755917958179631
L61	snake_221019	mixing_Pellet	x97.5	0.4780658226892297
L61	snake_221019	mixing_Pellet	n_eff	1109.9020040802784
L61	snake_221019	mixing_Pellet	Rhat	1.0016650518220591
L61	snake_221019	phi	mean	160.1046227601649
L61	snake_221019	phi	se_mean	0.15586684904214304
L61	snake_221019	phi	sd	5.023319846393642
L61	snake_221019	phi	x2.5	150.0069444253137
L61	snake_221019	phi	x25	156.6110419092393
L61	snake_221019	phi	x50	159.9734348088129
L61	snake_221019	phi	x75	163.37625381219723
L61	snake_221019	phi	x97.5	170.1647509634134
L61	snake_221019	phi	n_eff	1038.661780636885
L61	snake_221019	phi	Rhat	1.0023214703449526
L61	snake_221019	lp__	mean	37399478.66224414
L61	snake_221019	lp__	se_mean	0.04458500150477467
L61	snake_221019	lp__	sd	1.2444430490441836
L61	snake_221019	lp__	x2.5	37399475.46743786
L61	snake_221019	lp__	x25	37399478.0942947
L61	snake_221019	lp__	x50	37399478.9966701
L61	snake_221019	lp__	x75	37399479.5584366
L61	snake_221019	lp__	x97.5	37399480.06931854
L61	snake_221019	lp__	n_eff	779.06282478512
L61	snake_221019	lp__	Rhat	1.001353502371398
L62	snake_221019	mixing_Sup	mean	0.5169848724598399
L62	snake_221019	mixing_Sup	se_mean	3.231269831692261e-4
L62	snake_221019	mixing_Sup	sd	0.00820717012680223
L62	snake_221019	mixing_Sup	x2.5	0.5003177893226467
L62	snake_221019	mixing_Sup	x25	0.5113659426675928
L62	snake_221019	mixing_Sup	x50	0.5168704234344594
L62	snake_221019	mixing_Sup	x75	0.5226973902830482
L62	snake_221019	mixing_Sup	x97.5	0.5326398861362469
L62	snake_221019	mixing_Sup	n_eff	645.1198724946756
L62	snake_221019	mixing_Sup	Rhat	1.002161160764846
L62	snake_221019	mixing_Pellet	mean	0.8328036847107115
L62	snake_221019	mixing_Pellet	se_mean	1.0025854931007e-4
L62	snake_221019	mixing_Pellet	sd	0.00263763422525085
L62	snake_221019	mixing_Pellet	x2.5	0.8277197187502743
L62	snake_221019	mixing_Pellet	x25	0.8309646593230778
L62	snake_221019	mixing_Pellet	x50	0.8327731741849791
L62	snake_221019	mixing_Pellet	x75	0.8346591570141154
L62	snake_221019	mixing_Pellet	x97.5	0.8378510858459369
L62	snake_221019	mixing_Pellet	n_eff	692.1278204935203
L62	snake_221019	mixing_Pellet	Rhat	1.0031574281489952
L62	snake_221019	phi	mean	106.71506195863704
L62	snake_221019	phi	se_mean	0.08832711596540778
L62	snake_221019	phi	sd	2.904678459722582
L62	snake_221019	phi	x2.5	101.16224739917062
L62	snake_221019	phi	x25	104.8348497218356
L62	snake_221019	phi	x50	106.56242923542275
L62	snake_221019	phi	x75	108.54267967913415
L62	snake_221019	phi	x97.5	112.80652590893531
L62	snake_221019	phi	n_eff	1081.4539416227435
L62	snake_221019	phi	Rhat	0.9985915867227312
L62	snake_221019	lp__	mean	48377473.50763395
L62	snake_221019	lp__	se_mean	0.04273078346526987
L62	snake_221019	lp__	sd	1.243331853814854
L62	snake_221019	lp__	x2.5	48377470.24864765
L62	snake_221019	lp__	x25	48377472.92561361
L62	snake_221019	lp__	x50	48377473.79533015
L62	snake_221019	lp__	x75	48377474.43209872
L62	snake_221019	lp__	x97.5	48377474.934841216
L62	snake_221019	lp__	n_eff	846.6275745931588
L62	snake_221019	lp__	Rhat	1.0018903182893
L63	snake_221019	mixing_Sup	mean	0.8534100052882255
L63	snake_221019	mixing_Sup	se_mean	7.343748004705234e-5
L63	snake_221019	mixing_Sup	sd	0.00237211556748502
L63	snake_221019	mixing_Sup	x2.5	0.8485969452968738
L63	snake_221019	mixing_Sup	x25	0.8518097698653092
L63	snake_221019	mixing_Sup	x50	0.8534145320982414
L63	snake_221019	mixing_Sup	x75	0.8550078050323752
L63	snake_221019	mixing_Sup	x97.5	0.8579332370717028
L63	snake_221019	mixing_Sup	n_eff	1043.3647389649718
L63	snake_221019	mixing_Sup	Rhat	1.0012651297488473
L63	snake_221019	mixing_Pellet	mean	0.2135862749633005
L63	snake_221019	mixing_Pellet	se_mean	5.7203720597307133e-05
L63	snake_221019	mixing_Pellet	sd	0.0017796217375473
L63	snake_221019	mixing_Pellet	x2.5	0.210129035905042
L63	snake_221019	mixing_Pellet	x25	0.2123936325535189
L63	snake_221019	mixing_Pellet	x50	0.21352845012464672
L63	snake_221019	mixing_Pellet	x75	0.2148502056243955
L63	snake_221019	mixing_Pellet	x97.5	0.2171376231412798
L63	snake_221019	mixing_Pellet	n_eff	967.8473166082154
L63	snake_221019	mixing_Pellet	Rhat	1.001009499945222
L63	snake_221019	phi	mean	312.8784236363727
L63	snake_221019	phi	se_mean	0.39211814423495206
L63	snake_221019	phi	sd	11.673829893051092
L63	snake_221019	phi	x2.5	290.80382295461345
L63	snake_221019	phi	x25	304.9483971267274
L63	snake_221019	phi	x50	312.83587874049994
L63	snake_221019	phi	x75	320.4901390579399
L63	snake_221019	phi	x97.5	336.46285202039445
L63	snake_221019	phi	n_eff	886.3246831116029
L63	snake_221019	phi	Rhat	0.998811886414472
L63	snake_221019	lp__	mean	41427169.84869273
L63	snake_221019	lp__	se_mean	0.04219693185831658
L63	snake_221019	lp__	sd	1.199077279844348
L63	snake_221019	lp__	x2.5	41427166.80671629
L63	snake_221019	lp__	x25	41427169.31909184
L63	snake_221019	lp__	x50	41427170.15124114
L63	snake_221019	lp__	x75	41427170.73148136
L63	snake_221019	lp__	x97.5	41427171.207585275
L63	snake_221019	lp__	n_eff	807.4815332741118
L63	snake_221019	lp__	Rhat	1.0034365845069493
L64	snake_221019	mixing_Sup	mean	0.43893942563006855
L64	snake_221019	mixing_Sup	se_mean	6.2807041826482e-5
L64	snake_221019	mixing_Sup	sd	0.00222801351772372
L64	snake_221019	mixing_Sup	x2.5	0.4346528018001826
L64	snake_221019	mixing_Sup	x25	0.43743203750823034
L64	snake_221019	mixing_Sup	x50	0.438965051953894
L64	snake_221019	mixing_Sup	x75	0.4404557200253319
L64	snake_221019	mixing_Sup	x97.5	0.4431327158695203
L64	snake_221019	mixing_Sup	n_eff	1258.4007403793787
L64	snake_221019	mixing_Sup	Rhat	1.0037852196364114
L64	snake_221019	mixing_Pellet	mean	0.26973179236852207
L64	snake_221019	mixing_Pellet	se_mean	4.874254564848133e-5
L64	snake_221019	mixing_Pellet	sd	0.00172862091332433
L64	snake_221019	mixing_Pellet	x2.5	0.2664251175973573
L64	snake_221019	mixing_Pellet	x25	0.26856988654859104
L64	snake_221019	mixing_Pellet	x50	0.26971581873838346
L64	snake_221019	mixing_Pellet	x75	0.2708692272873148
L64	snake_221019	mixing_Pellet	x97.5	0.27327105408861263
L64	snake_221019	mixing_Pellet	n_eff	1257.717522798374
L64	snake_221019	mixing_Pellet	Rhat	1.0032275283657852
L64	snake_221019	phi	mean	119.2584742351122
L64	snake_221019	phi	se_mean	0.11318232025502306
L64	snake_221019	phi	sd	3.5549435082298
L64	snake_221019	phi	x2.5	112.72898619649428
L64	snake_221019	phi	x25	116.77027555600526
L64	snake_221019	phi	x50	119.20666657867838
L64	snake_221019	phi	x75	121.41507205275435
L64	snake_221019	phi	x97.5	126.61139758958564
L64	snake_221019	phi	n_eff	986.5252872937598
L64	snake_221019	phi	Rhat	1.0031576456450737
L64	snake_221019	lp__	mean	36935158.85758448
L64	snake_221019	lp__	se_mean	0.04353177035673132
L64	snake_221019	lp__	sd	1.2152404034903548
L64	snake_221019	lp__	x2.5	36935155.77423474
L64	snake_221019	lp__	x25	36935158.299078815
L64	snake_221019	lp__	x50	36935159.194779344
L64	snake_221019	lp__	x75	36935159.74049359
L64	snake_221019	lp__	x97.5	36935160.24403567
L64	snake_221019	lp__	n_eff	779.312678048015
L64	snake_221019	lp__	Rhat	1.0003676793287697
L65	snake_221019	mixing_Sup	mean	0.46467496450995366
L65	snake_221019	mixing_Sup	se_mean	1.7658813160513536e-4
L65	snake_221019	mixing_Sup	sd	0.00497812419071873
L65	snake_221019	mixing_Sup	x2.5	0.45529297210608
L65	snake_221019	mixing_Sup	x25	0.46132076956464735
L65	snake_221019	mixing_Sup	x50	0.4645918494978526
L65	snake_221019	mixing_Sup	x75	0.4680392102114664
L65	snake_221019	mixing_Sup	x97.5	0.474764166162992
L65	snake_221019	mixing_Sup	n_eff	794.7095477425313
L65	snake_221019	mixing_Sup	Rhat	1.0027977810658215
L65	snake_221019	mixing_Pellet	mean	0.5086981365821689
L65	snake_221019	mixing_Pellet	se_mean	1.1501361992399149e-4
L65	snake_221019	mixing_Pellet	sd	0.00315706605403921
L65	snake_221019	mixing_Pellet	x2.5	0.5025298556441276
L65	snake_221019	mixing_Pellet	x25	0.5065322167621427
L65	snake_221019	mixing_Pellet	x50	0.5087292970484578
L65	snake_221019	mixing_Pellet	x75	0.5108798640160459
L65	snake_221019	mixing_Pellet	x97.5	0.5147204104079393
L65	snake_221019	mixing_Pellet	n_eff	753.4749041574936
L65	snake_221019	mixing_Pellet	Rhat	1.004046240125067
L65	snake_221019	phi	mean	65.53130494267792
L65	snake_221019	phi	se_mean	0.06107093277796982
L65	snake_221019	phi	sd	1.829558586643965
L65	snake_221019	phi	x2.5	62.171732151528936
L65	snake_221019	phi	x25	64.24474188316614
L65	snake_221019	phi	x50	65.44162354634227
L65	snake_221019	phi	x75	66.76332316307304
L65	snake_221019	phi	x97.5	69.20051998872205
L65	snake_221019	phi	n_eff	897.4774300279421
L65	snake_221019	phi	Rhat	1.0053836013780388
L65	snake_221019	lp__	mean	38561839.23853545
L65	snake_221019	lp__	se_mean	0.04479890176454571
L65	snake_221019	lp__	sd	1.199048541707998
L65	snake_221019	lp__	x2.5	38561836.08749933
L65	snake_221019	lp__	x25	38561838.66885824
L65	snake_221019	lp__	x50	38561839.547497034
L65	snake_221019	lp__	x75	38561840.1355589
L65	snake_221019	lp__	x97.5	38561840.65120705
L65	snake_221019	lp__	n_eff	716.3723178924545
L65	snake_221019	lp__	Rhat	0.9986908741956888
L66	snake_221019	mixing_Sup	mean	0.7745811588740187
L66	snake_221019	mixing_Sup	se_mean	6.641553159262603e-5
L66	snake_221019	mixing_Sup	sd	0.00219809548686817
L66	snake_221019	mixing_Sup	x2.5	0.7702970782127713
L66	snake_221019	mixing_Sup	x25	0.7730805207870446
L66	snake_221019	mixing_Sup	x50	0.7746599018989186
L66	snake_221019	mixing_Sup	x75	0.7761318211958751
L66	snake_221019	mixing_Sup	x97.5	0.7787239443113114
L66	snake_221019	mixing_Sup	n_eff	1095.352245551017
L66	snake_221019	mixing_Sup	Rhat	1.0042345531722676
L66	snake_221019	mixing_Pellet	mean	0.2619842210168619
L66	snake_221019	mixing_Pellet	se_mean	4.9907566021864485e-5
L66	snake_221019	mixing_Pellet	sd	0.0015531315498886
L66	snake_221019	mixing_Pellet	x2.5	0.2590421505549539
L66	snake_221019	mixing_Pellet	x25	0.26091075227975424
L66	snake_221019	mixing_Pellet	x50	0.2619500364916473
L66	snake_221019	mixing_Pellet	x75	0.2630197796361766
L66	snake_221019	mixing_Pellet	x97.5	0.2650390442004031
L66	snake_221019	mixing_Pellet	n_eff	968.4644957047084
L66	snake_221019	mixing_Pellet	Rhat	1.0041442007330814
L66	snake_221019	phi	mean	381.76788672991376
L66	snake_221019	phi	se_mean	0.46691118511297486
L66	snake_221019	phi	sd	15.402787590022594
L66	snake_221019	phi	x2.5	352.0296900169088
L66	snake_221019	phi	x25	371.0182755537461
L66	snake_221019	phi	x50	381.5145834925711
L66	snake_221019	phi	x75	392.3461129050006
L66	snake_221019	phi	x97.5	413.0377591762275
L66	snake_221019	phi	n_eff	1088.2535614841029
L66	snake_221019	phi	Rhat	1.0052381128344463
L66	snake_221019	lp__	mean	36650817.06618352
L66	snake_221019	lp__	se_mean	0.03998546905524101
L66	snake_221019	lp__	sd	1.1482705830697886
L66	snake_221019	lp__	x2.5	36650814.07016171
L66	snake_221019	lp__	x25	36650816.52980902
L66	snake_221019	lp__	x50	36650817.34390643
L66	snake_221019	lp__	x75	36650817.93653699
L66	snake_221019	lp__	x97.5	36650818.40130554
L66	snake_221019	lp__	n_eff	824.6773907142714
L66	snake_221019	lp__	Rhat	1.002824546352448
L67	snake_221019	mixing_Sup	mean	0.5957094596298416
L67	snake_221019	mixing_Sup	se_mean	1.3048532723209787e-4
L67	snake_221019	mixing_Sup	sd	0.00415668957534255
L67	snake_221019	mixing_Sup	x2.5	0.5875502772101657
L67	snake_221019	mixing_Sup	x25	0.5929570711054624
L67	snake_221019	mixing_Sup	x50	0.5956464809507978
L67	snake_221019	mixing_Sup	x75	0.5985337954355585
L67	snake_221019	mixing_Sup	x97.5	0.6039296157689236
L67	snake_221019	mixing_Sup	n_eff	1014.7798300340264
L67	snake_221019	mixing_Sup	Rhat	1.0021989218910474
L67	snake_221019	mixing_Pellet	mean	0.6140501078537463
L67	snake_221019	mixing_Pellet	se_mean	6.151339157728677e-5
L67	snake_221019	mixing_Pellet	sd	0.00214369846102891
L67	snake_221019	mixing_Pellet	x2.5	0.6097631236487792
L67	snake_221019	mixing_Pellet	x25	0.6126067293092345
L67	snake_221019	mixing_Pellet	x50	0.6140420236074748
L67	snake_221019	mixing_Pellet	x75	0.615507674880942
L67	snake_221019	mixing_Pellet	x97.5	0.6183309030793664
L67	snake_221019	mixing_Pellet	n_eff	1214.4735109966373
L67	snake_221019	mixing_Pellet	Rhat	1.0031717121258847
L67	snake_221019	phi	mean	159.3307636700171
L67	snake_221019	phi	se_mean	0.1567455594543148
L67	snake_221019	phi	sd	4.804123393328771
L67	snake_221019	phi	x2.5	149.84292303370398
L67	snake_221019	phi	x25	156.00366938345945
L67	snake_221019	phi	x50	159.28619655790368
L67	snake_221019	phi	x75	162.60698836071373
L67	snake_221019	phi	x97.5	168.735849657441
L67	snake_221019	phi	n_eff	939.3724409273012
L67	snake_221019	phi	Rhat	1.0019849136778902
L67	snake_221019	lp__	mean	43208435.45655174
L67	snake_221019	lp__	se_mean	0.0415856936191444
L67	snake_221019	lp__	sd	1.19050365665349
L67	snake_221019	lp__	x2.5	43208432.35234428
L67	snake_221019	lp__	x25	43208434.88664755
L67	snake_221019	lp__	x50	43208435.78517051
L67	snake_221019	lp__	x75	43208436.342923865
L67	snake_221019	lp__	x97.5	43208436.82933571
L67	snake_221019	lp__	n_eff	819.5464401268912
L67	snake_221019	lp__	Rhat	1.0053698296872646
L68	snake_221019	mixing_Sup	mean	0.4562284580883673
L68	snake_221019	mixing_Sup	se_mean	2.0686508244566684e-4
L68	snake_221019	mixing_Sup	sd	0.00649845886367289
L68	snake_221019	mixing_Sup	x2.5	0.44375160044770895
L68	snake_221019	mixing_Sup	x25	0.45180820538134575
L68	snake_221019	mixing_Sup	x50	0.45605863512079786
L68	snake_221019	mixing_Sup	x75	0.46066904303298906
L68	snake_221019	mixing_Sup	x97.5	0.4691287095127411
L68	snake_221019	mixing_Sup	n_eff	986.839142010784
L68	snake_221019	mixing_Sup	Rhat	1.0018394408458708
L68	snake_221019	mixing_Pellet	mean	0.7154927952507697
L68	snake_221019	mixing_Pellet	se_mean	7.699781474430545e-5
L68	snake_221019	mixing_Pellet	sd	0.00259851363123486
L68	snake_221019	mixing_Pellet	x2.5	0.7103983377953801
L68	snake_221019	mixing_Pellet	x25	0.7136912782028266
L68	snake_221019	mixing_Pellet	x50	0.7155124390275467
L68	snake_221019	mixing_Pellet	x75	0.7172926645967284
L68	snake_221019	mixing_Pellet	x97.5	0.7203169779870324
L68	snake_221019	mixing_Pellet	n_eff	1138.9199470897092
L68	snake_221019	mixing_Pellet	Rhat	1.002238627530024
L68	snake_221019	phi	mean	104.01067249785032
L68	snake_221019	phi	se_mean	0.08303728193528843
L68	snake_221019	phi	sd	2.730809098381415
L68	snake_221019	phi	x2.5	98.72133670164315
L68	snake_221019	phi	x25	102.27082621592852
L68	snake_221019	phi	x50	103.95177563172204
L68	snake_221019	phi	x75	105.72294380034108
L68	snake_221019	phi	x97.5	109.55749131045408
L68	snake_221019	phi	n_eff	1081.524675174226
L68	snake_221019	phi	Rhat	1.0011175995629238
L68	snake_221019	lp__	mean	40344479.29475553
L68	snake_221019	lp__	se_mean	0.04105800672832428
L68	snake_221019	lp__	sd	1.1863624079896302
L68	snake_221019	lp__	x2.5	40344476.15127726
L68	snake_221019	lp__	x25	40344478.76195873
L68	snake_221019	lp__	x50	40344479.61052036
L68	snake_221019	lp__	x75	40344480.17458993
L68	snake_221019	lp__	x97.5	40344480.6426941
L68	snake_221019	lp__	n_eff	834.9087846450448
L68	snake_221019	lp__	Rhat	1.0028006414268589
L69	snake_221019	mixing_Sup	mean	0.601474486449173
L69	snake_221019	mixing_Sup	se_mean	4.548843891993934e-5
L69	snake_221019	mixing_Sup	sd	0.0014885102906748
L69	snake_221019	mixing_Sup	x2.5	0.5985257124742633
L69	snake_221019	mixing_Sup	x25	0.6004730815311401
L69	snake_221019	mixing_Sup	x50	0.6014530508029403
L69	snake_221019	mixing_Sup	x75	0.602485540146623
L69	snake_221019	mixing_Sup	x97.5	0.6043832413308595
L69	snake_221019	mixing_Sup	n_eff	1070.783368598156
L69	snake_221019	mixing_Sup	Rhat	1.0068540418143357
L69	snake_221019	mixing_Pellet	mean	0.14773664681125048
L69	snake_221019	mixing_Pellet	se_mean	4.502670073567766e-5
L69	snake_221019	mixing_Pellet	sd	0.00132769399254113
L69	snake_221019	mixing_Pellet	x2.5	0.14516284588455444
L69	snake_221019	mixing_Pellet	x25	0.14681487435555995
L69	snake_221019	mixing_Pellet	x50	0.14774263600482135
L69	snake_221019	mixing_Pellet	x75	0.14864854762425553
L69	snake_221019	mixing_Pellet	x97.5	0.15031758049324995
L69	snake_221019	mixing_Pellet	n_eff	869.4722560778276
L69	snake_221019	mixing_Pellet	Rhat	1.0065996380462596
L69	snake_221019	phi	mean	305.1552327903549
L69	snake_221019	phi	se_mean	0.4096246109273872
L69	snake_221019	phi	sd	12.494687270722826
L69	snake_221019	phi	x2.5	282.2297936225836
L69	snake_221019	phi	x25	296.72165670071104
L69	snake_221019	phi	x50	304.8151846378085
L69	snake_221019	phi	x75	313.5543034854004
L69	snake_221019	phi	x97.5	330.44149639592246
L69	snake_221019	phi	n_eff	930.4192721477448
L69	snake_221019	phi	Rhat	1.0037024705745523
L69	snake_221019	lp__	mean	34356363.40132512
L69	snake_221019	lp__	se_mean	0.04277973645838084
L69	snake_221019	lp__	sd	1.1272724771247755
L69	snake_221019	lp__	x2.5	34356360.30118584
L69	snake_221019	lp__	x25	34356362.87702305
L69	snake_221019	lp__	x50	34356363.66715409
L69	snake_221019	lp__	x75	34356364.2268793
L69	snake_221019	lp__	x97.5	34356364.720813364
L69	snake_221019	lp__	n_eff	694.3550487406185
L69	snake_221019	lp__	Rhat	1.0034508659153347
L70	snake_221019	mixing_Sup	mean	0.5634447521619083
L70	snake_221019	mixing_Sup	se_mean	7.425589797891177e-5
L70	snake_221019	mixing_Sup	sd	0.00245677865870373
L70	snake_221019	mixing_Sup	x2.5	0.5588201577138996
L70	snake_221019	mixing_Sup	x25	0.5617929851652925
L70	snake_221019	mixing_Sup	x50	0.5633935701692357
L70	snake_221019	mixing_Sup	x75	0.5650500821721615
