"Distance","Absorbance","Fraction.Number","Fraction.Volume.ml.","Strain","Treatment","Rep","Sample.index","Protein","Offset","Distance.adj","Absorbance.adj","Absorbance.norm"
16.95,0.060314,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.95,0.057314,0.000117417048964524
16.98,0.060197,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.98,0.057197,0.000117177355438878
17.01,0.060165,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.01,0.057165,0.000117111798235283
17.04,0.060013,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.04,0.057013,0.000116800401518205
17.07,0.059829,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.07,0.056829,0.000116423447597532
17.1,0.059597,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.1,0.056597,0.000115948157871465
17.13,0.059445,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.13,0.056445,0.000115636761154387
17.16,0.059293,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.16,0.056293,0.000115325364437309
17.19,0.059163,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.19,0.056163,0.000115059038297703
17.22,0.059087,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.22,0.056087,0.000114903339939164
17.25,0.05895,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.25,0.05595,0.000114622673161271
17.28,0.058766,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.28,0.055766,0.000114245719240598
17.31,0.058551,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.31,0.055551,0.000113805256778942
17.34,0.058389,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.34,0.055389,0.00011347337343574
17.37,0.058224,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.37,0.055224,0.000113135344104701
17.4,0.05805,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.4,0.05505,0.000112778876810152
17.43,0.057891,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.43,0.054891,0.000112453139454787
17.46,0.057748,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.46,0.054748,0.00011216018070122
17.49,0.057621,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.49,0.054621,0.000111900000549451
17.52,0.057399,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.52,0.054399,0.000111445197449508
17.55,0.057168,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.55,0.054168,0.000110971956386054
17.58,0.056924,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.58,0.053924,0.00011047208270864
17.61,0.056613,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.61,0.053613,0.000109834948636197
17.64,0.056343,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.64,0.053343,0.000109281809730861
17.67,0.056118,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.67,0.053118,0.000108820860643081
17.7,0.05588,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.7,0.05288,0.000108333278941341
17.73,0.055759,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.73,0.052759,0.000108085390765246
17.76,0.055588,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.76,0.052588,0.000107735069458533
17.79,0.055363,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.79,0.052363,0.000107274120370753
17.82,0.055296,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.82,0.052296,0.000107136859975726
17.85,0.055227,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.85,0.052227,0.000106995502255473
17.88,0.055077,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.88,0.052077,0.00010668820286362
17.91,0.054909,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.91,0.051909,0.000106344027544744
17.94,0.054738,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.94,0.051738,0.000105993706238031
17.97,0.054535,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,17.97,0.051535,0.000105577827727723
18.01,0.05437,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.01,0.05137,0.000105239798396685
18.03,0.054262,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.03,0.051262,0.00010501854283455
18.06,0.054224,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.06,0.051224,0.000104940693655281
18.09,0.05417,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.09,0.05117,0.000104830065874214
18.12,0.054085,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.12,0.051085,0.000104655929552163
18.15,0.053974,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.15,0.050974,0.000104428528002192
18.18,0.053863,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.18,0.050863,0.000104201126452221
18.21,0.053786,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.21,0.050786,0.000104043379431069
18.24,0.053714,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.24,0.050714,0.00010389587572298
18.27,0.053682,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.27,0.050682,0.000103830318519384
18.3,0.053631,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.3,0.050631,0.000103725836726154
18.33,0.053453,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.33,0.050453,0.000103361174781155
18.36,0.053282,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.36,0.050282,0.000103010853474442
18.39,0.053098,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.39,0.050098,0.000102633899553769
18.42,0.052955,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.42,0.049955,0.000102340940800202
18.45,0.052813,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.45,0.049813,0.000102050030709248
18.48,0.052705,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.48,0.049705,0.000101828775147113
18.51,0.052626,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,18.51,0.049626,0.000101666930800737
